status_sk,status_code,sub_status,win32_status,status_category,status_label,description,severity
897,0,11757,421,Unknown,Other,Other - 0 status code,Unknown
898,0,11813,421,Unknown,Other,Other - 0 status code,Unknown
899,0,11820,417,Unknown,Other,Other - 0 status code,Unknown
900,0,11822,421,Unknown,Other,Other - 0 status code,Unknown
901,0,11825,304,Unknown,Other,Other - 0 status code,Unknown
902,0,11831,286,Unknown,Other,Other - 0 status code,Unknown
903,0,11836,304,Unknown,Other,Other - 0 status code,Unknown
904,0,11840,247,Unknown,Other,Other - 0 status code,Unknown
905,0,11842,779,Unknown,Other,Other - 0 status code,Unknown
906,0,11851,286,Unknown,Other,Other - 0 status code,Unknown
907,0,11858,344,Unknown,Other,Other - 0 status code,Unknown
908,0,11860,420,Unknown,Other,Other - 0 status code,Unknown
909,0,11861,303,Unknown,Other,Other - 0 status code,Unknown
910,0,11882,777,Unknown,Other,Other - 0 status code,Unknown
911,0,11891,335,Unknown,Other,Other - 0 status code,Unknown
912,0,11900,303,Unknown,Other,Other - 0 status code,Unknown
913,0,11924,345,Unknown,Other,Other - 0 status code,Unknown
914,0,11925,303,Unknown,Other,Other - 0 status code,Unknown
915,0,11974,421,Unknown,Other,Other - 0 status code,Unknown
916,0,11984,421,Unknown,Other,Other - 0 status code,Unknown
917,0,12025,422,Unknown,Other,Other - 0 status code,Unknown
918,0,12053,420,Unknown,Other,Other - 0 status code,Unknown
919,0,12109,779,Unknown,Other,Other - 0 status code,Unknown
920,0,12127,736,Unknown,Other,Other - 0 status code,Unknown
921,0,12128,304,Unknown,Other,Other - 0 status code,Unknown
922,0,12134,340,Unknown,Other,Other - 0 status code,Unknown
923,0,12165,421,Unknown,Other,Other - 0 status code,Unknown
924,0,12176,417,Unknown,Other,Other - 0 status code,Unknown
925,0,12183,303,Unknown,Other,Other - 0 status code,Unknown
926,0,12191,345,Unknown,Other,Other - 0 status code,Unknown
927,0,12239,304,Unknown,Other,Other - 0 status code,Unknown
928,0,12295,480,Unknown,Other,Other - 0 status code,Unknown
929,0,12359,777,Unknown,Other,Other - 0 status code,Unknown
930,0,12416,775,Unknown,Other,Other - 0 status code,Unknown
931,0,12440,341,Unknown,Other,Other - 0 status code,Unknown
932,0,12448,820,Unknown,Other,Other - 0 status code,Unknown
933,0,12448,822,Unknown,Other,Other - 0 status code,Unknown
934,0,12451,340,Unknown,Other,Other - 0 status code,Unknown
935,0,12495,304,Unknown,Other,Other - 0 status code,Unknown
936,0,12501,776,Unknown,Other,Other - 0 status code,Unknown
937,0,12509,821,Unknown,Other,Other - 0 status code,Unknown
938,0,12654,822,Unknown,Other,Other - 0 status code,Unknown
939,0,13022,776,Unknown,Other,Other - 0 status code,Unknown
940,0,13057,304,Unknown,Other,Other - 0 status code,Unknown
941,0,13240,756,Unknown,Other,Other - 0 status code,Unknown
942,0,13334,736,Unknown,Other,Other - 0 status code,Unknown
943,0,13334,777,Unknown,Other,Other - 0 status code,Unknown
944,0,13408,468,Unknown,Other,Other - 0 status code,Unknown
945,0,13416,345,Unknown,Other,Other - 0 status code,Unknown
946,0,13608,421,Unknown,Other,Other - 0 status code,Unknown
947,0,14805,736,Unknown,Other,Other - 0 status code,Unknown
948,0,15784,779,Unknown,Other,Other - 0 status code,Unknown
949,0,16473,736,Unknown,Other,Other - 0 status code,Unknown
950,0,16810,736,Unknown,Other,Other - 0 status code,Unknown
951,0,16917,734,Unknown,Other,Other - 0 status code,Unknown
952,0,17469,500,Unknown,Other,Other - 0 status code,Unknown
953,0,17469,736,Unknown,Other,Other - 0 status code,Unknown
954,0,17511,736,Unknown,Other,Other - 0 status code,Unknown
955,0,17533,736,Unknown,Other,Other - 0 status code,Unknown
956,0,18099,734,Unknown,Other,Other - 0 status code,Unknown
957,0,18460,735,Unknown,Other,Other - 0 status code,Unknown
958,0,18719,736,Unknown,Other,Other - 0 status code,Unknown
959,0,19079,227,Unknown,Other,Other - 0 status code,Unknown
960,0,19627,736,Unknown,Other,Other - 0 status code,Unknown
961,0,19812,736,Unknown,Other,Other - 0 status code,Unknown
962,0,19875,790,Unknown,Other,Other - 0 status code,Unknown
963,0,19931,427,Unknown,Other,Other - 0 status code,Unknown
964,0,19931,476,Unknown,Other,Other - 0 status code,Unknown
965,0,19931,482,Unknown,Other,Other - 0 status code,Unknown
966,0,19931,488,Unknown,Other,Other - 0 status code,Unknown
967,0,19931,671,Unknown,Other,Other - 0 status code,Unknown
968,0,19931,674,Unknown,Other,Other - 0 status code,Unknown
969,0,19931,677,Unknown,Other,Other - 0 status code,Unknown
970,0,19931,766,Unknown,Other,Other - 0 status code,Unknown
971,0,19949,736,Unknown,Other,Other - 0 status code,Unknown
972,0,20193,736,Unknown,Other,Other - 0 status code,Unknown
973,0,20957,735,Unknown,Other,Other - 0 status code,Unknown
974,0,21387,735,Unknown,Other,Other - 0 status code,Unknown
975,0,22245,736,Unknown,Other,Other - 0 status code,Unknown
976,0,22683,500,Unknown,Other,Other - 0 status code,Unknown
977,0,22683,736,Unknown,Other,Other - 0 status code,Unknown
978,0,23619,281,Unknown,Other,Other - 0 status code,Unknown
979,0,23619,426,Unknown,Other,Other - 0 status code,Unknown
980,0,23619,455,Unknown,Other,Other - 0 status code,Unknown
981,0,23619,460,Unknown,Other,Other - 0 status code,Unknown
982,0,23619,466,Unknown,Other,Other - 0 status code,Unknown
983,0,23619,475,Unknown,Other,Other - 0 status code,Unknown
984,0,23619,487,Unknown,Other,Other - 0 status code,Unknown
985,0,23619,495,Unknown,Other,Other - 0 status code,Unknown
986,0,23619,520,Unknown,Other,Other - 0 status code,Unknown
987,0,23619,563,Unknown,Other,Other - 0 status code,Unknown
988,0,23619,676,Unknown,Other,Other - 0 status code,Unknown
989,0,23691,757,Unknown,Other,Other - 0 status code,Unknown
990,0,25146,736,Unknown,Other,Other - 0 status code,Unknown
991,0,27882,452,Unknown,Other,Other - 0 status code,Unknown
992,0,28042,419,Unknown,Other,Other - 0 status code,Unknown
993,0,28456,757,Unknown,Other,Other - 0 status code,Unknown
994,0,28507,738,Unknown,Other,Other - 0 status code,Unknown
995,0,29438,279,Unknown,Other,Other - 0 status code,Unknown
996,0,29446,344,Unknown,Other,Other - 0 status code,Unknown
997,0,32323,420,Unknown,Other,Other - 0 status code,Unknown
998,0,32678,756,Unknown,Other,Other - 0 status code,Unknown
999,0,34533,278,Unknown,Other,Other - 0 status code,Unknown
1000,0,35493,789,Unknown,Other,Other - 0 status code,Unknown
1001,0,36334,756,Unknown,Other,Other - 0 status code,Unknown
1002,0,37145,757,Unknown,Other,Other - 0 status code,Unknown
1003,0,37458,439,Unknown,Other,Other - 0 status code,Unknown
1004,0,37458,468,Unknown,Other,Other - 0 status code,Unknown
1005,0,39552,344,Unknown,Other,Other - 0 status code,Unknown
1006,0,40110,946,Unknown,Other,Other - 0 status code,Unknown
1007,0,41351,757,Unknown,Other,Other - 0 status code,Unknown
1008,0,41768,468,Unknown,Other,Other - 0 status code,Unknown
1009,0,42814,279,Unknown,Other,Other - 0 status code,Unknown
1010,0,45991,655,Unknown,Other,Other - 0 status code,Unknown
1011,0,45991,754,Unknown,Other,Other - 0 status code,Unknown
1012,0,45999,285,Unknown,Other,Other - 0 status code,Unknown
1013,0,46065,82,Unknown,Other,Other - 0 status code,Unknown
1014,0,46065,235,Unknown,Other,Other - 0 status code,Unknown
1015,0,46065,244,Unknown,Other,Other - 0 status code,Unknown
1016,0,46065,397,Unknown,Other,Other - 0 status code,Unknown
1017,0,46065,499,Unknown,Other,Other - 0 status code,Unknown
1018,0,46065,561,Unknown,Other,Other - 0 status code,Unknown
1019,0,46065,571,Unknown,Other,Other - 0 status code,Unknown
1020,0,46065,677,Unknown,Other,Other - 0 status code,Unknown
1021,0,46073,233,Unknown,Other,Other - 0 status code,Unknown
1022,0,46073,257,Unknown,Other,Other - 0 status code,Unknown
1023,0,46073,302,Unknown,Other,Other - 0 status code,Unknown
1024,0,46084,170,Unknown,Other,Other - 0 status code,Unknown
1025,0,46084,203,Unknown,Other,Other - 0 status code,Unknown
1026,0,46089,234,Unknown,Other,Other - 0 status code,Unknown
1027,0,46092,199,Unknown,Other,Other - 0 status code,Unknown
1028,0,46120,333,Unknown,Other,Other - 0 status code,Unknown
1029,0,50283,757,Unknown,Other,Other - 0 status code,Unknown
1030,0,51523,344,Unknown,Other,Other - 0 status code,Unknown
1031,0,52007,754,Unknown,Other,Other - 0 status code,Unknown
1032,0,53467,420,Unknown,Other,Other - 0 status code,Unknown
1033,0,58242,339,Unknown,Other,Other - 0 status code,Unknown
1034,0,60567,339,Unknown,Other,Other - 0 status code,Unknown
1035,0,74535,417,Unknown,Other,Other - 0 status code,Unknown
1036,0,78483,279,Unknown,Other,Other - 0 status code,Unknown
1037,0,78491,344,Unknown,Other,Other - 0 status code,Unknown
1038,0,85036,757,Unknown,Other,Other - 0 status code,Unknown
1039,0,96341,757,Unknown,Other,Other - 0 status code,Unknown
1040,0,106592,756,Unknown,Other,Other - 0 status code,Unknown
1041,0,111802,1162,Unknown,Other,Other - 0 status code,Unknown
1042,0,113302,338,Unknown,Other,Other - 0 status code,Unknown
1043,0,113630,788,Unknown,Other,Other - 0 status code,Unknown
1044,0,115891,757,Unknown,Other,Other - 0 status code,Unknown
1045,0,115993,756,Unknown,Other,Other - 0 status code,Unknown
1046,0,122038,419,Unknown,Other,Other - 0 status code,Unknown
1047,0,122503,774,Unknown,Other,Other - 0 status code,Unknown
1048,0,127963,334,Unknown,Other,Other - 0 status code,Unknown
1049,0,128743,775,Unknown,Other,Other - 0 status code,Unknown
1050,0,131829,757,Unknown,Other,Other - 0 status code,Unknown
1051,0,139073,344,Unknown,Other,Other - 0 status code,Unknown
1052,0,139557,754,Unknown,Other,Other - 0 status code,Unknown
1053,0,143372,985,Unknown,Other,Other - 0 status code,Unknown
1054,0,150774,757,Unknown,Other,Other - 0 status code,Unknown
1055,0,361374,757,Unknown,Other,Other - 0 status code,Unknown
1056,0,409060,400,Unknown,Other,Other - 0 status code,Unknown
1057,0,410873,787,Unknown,Other,Other - 0 status code,Unknown
1058,0,461736,757,Unknown,Other,Other - 0 status code,Unknown
1059,2,1405,191,Unknown,Other,Other - 2 status code,Unknown
1060,2,1405,194,Unknown,Other,Other - 2 status code,Unknown
1061,2,1405,215,Unknown,Other,Other - 2 status code,Unknown
1062,2,1405,223,Unknown,Other,Other - 2 status code,Unknown
1063,2,1405,259,Unknown,Other,Other - 2 status code,Unknown
1064,2,1405,281,Unknown,Other,Other - 2 status code,Unknown
1065,2,1405,283,Unknown,Other,Other - 2 status code,Unknown
1066,2,1405,297,Unknown,Other,Other - 2 status code,Unknown
1067,2,1405,361,Unknown,Other,Other - 2 status code,Unknown
1068,2,1405,362,Unknown,Other,Other - 2 status code,Unknown
1069,2,1405,401,Unknown,Other,Other - 2 status code,Unknown
1070,2,1405,426,Unknown,Other,Other - 2 status code,Unknown
1071,2,1405,444,Unknown,Other,Other - 2 status code,Unknown
1072,2,1405,455,Unknown,Other,Other - 2 status code,Unknown
1073,2,1405,460,Unknown,Other,Other - 2 status code,Unknown
1074,2,1405,466,Unknown,Other,Other - 2 status code,Unknown
1075,2,1405,475,Unknown,Other,Other - 2 status code,Unknown
1076,2,1405,487,Unknown,Other,Other - 2 status code,Unknown
1077,2,1405,495,Unknown,Other,Other - 2 status code,Unknown
1078,2,1405,520,Unknown,Other,Other - 2 status code,Unknown
1079,2,1405,547,Unknown,Other,Other - 2 status code,Unknown
1080,2,1405,556,Unknown,Other,Other - 2 status code,Unknown
1081,2,1405,563,Unknown,Other,Other - 2 status code,Unknown
1082,2,1405,592,Unknown,Other,Other - 2 status code,Unknown
1083,2,1405,595,Unknown,Other,Other - 2 status code,Unknown
1084,2,1405,603,Unknown,Other,Other - 2 status code,Unknown
1085,2,1405,608,Unknown,Other,Other - 2 status code,Unknown
1086,2,1405,625,Unknown,Other,Other - 2 status code,Unknown
1087,2,1405,645,Unknown,Other,Other - 2 status code,Unknown
1088,2,1405,652,Unknown,Other,Other - 2 status code,Unknown
1089,2,1405,664,Unknown,Other,Other - 2 status code,Unknown
1090,2,1405,676,Unknown,Other,Other - 2 status code,Unknown
1091,2,1405,682,Unknown,Other,Other - 2 status code,Unknown
1092,2,1405,693,Unknown,Other,Other - 2 status code,Unknown
1093,2,1405,694,Unknown,Other,Other - 2 status code,Unknown
1094,2,1405,695,Unknown,Other,Other - 2 status code,Unknown
1095,2,1405,696,Unknown,Other,Other - 2 status code,Unknown
1096,2,1405,716,Unknown,Other,Other - 2 status code,Unknown
1097,2,1405,717,Unknown,Other,Other - 2 status code,Unknown
1098,2,1405,718,Unknown,Other,Other - 2 status code,Unknown
1099,2,1424,193,Unknown,Other,Other - 2 status code,Unknown
1100,2,1424,199,Unknown,Other,Other - 2 status code,Unknown
1101,2,1424,204,Unknown,Other,Other - 2 status code,Unknown
1102,2,1424,215,Unknown,Other,Other - 2 status code,Unknown
1103,2,1424,397,Unknown,Other,Other - 2 status code,Unknown
1104,2,1424,398,Unknown,Other,Other - 2 status code,Unknown
1105,2,1424,400,Unknown,Other,Other - 2 status code,Unknown
1106,2,1424,401,Unknown,Other,Other - 2 status code,Unknown
1107,2,1424,402,Unknown,Other,Other - 2 status code,Unknown
1108,2,1424,403,Unknown,Other,Other - 2 status code,Unknown
1109,2,1424,408,Unknown,Other,Other - 2 status code,Unknown
1110,64,0,234,Unknown,Other,Other - 64 status code,Unknown
1111,64,0,242,Unknown,Other,Other - 64 status code,Unknown
1112,64,0,247,Unknown,Other,Other - 64 status code,Unknown
1113,64,0,281,Unknown,Other,Other - 64 status code,Unknown
1114,64,0,461,Unknown,Other,Other - 64 status code,Unknown
1115,64,0,679,Unknown,Other,Other - 64 status code,Unknown
1116,64,0,706,Unknown,Other,Other - 64 status code,Unknown
1117,64,0,777,Unknown,Other,Other - 64 status code,Unknown
1118,200,0,0,Success,OK,OK - The request succeeded,Info
1119,200,0,22,Success,OK,OK - The request succeeded,Info
1120,200,0,64,Success,OK,OK - The request succeeded,Info
1121,200,0,121,Success,OK,OK - The request succeeded,Info
1122,200,0,995,Success,OK,OK - The request succeeded,Info
1123,200,0,1236,Success,OK,OK - The request succeeded,Info
1124,206,0,0,Success,Other,Other - 206 status code,Info
1125,206,0,64,Success,Other,Other - 206 status code,Info
1126,302,0,0,Redirect,Found (Redirect),Found (Redirect) - Resource temporarily moved,Warning
1127,302,0,64,Redirect,Found (Redirect),Found (Redirect) - Resource temporarily moved,Warning
1128,304,0,0,Redirect,Not Modified,Not Modified - Cached version is still valid,Warning
1129,304,0,22,Redirect,Not Modified,Not Modified - Cached version is still valid,Warning
1130,304,0,64,Redirect,Not Modified,Not Modified - Cached version is still valid,Warning
1131,304,0,121,Redirect,Not Modified,Not Modified - Cached version is still valid,Warning
1132,304,0,1236,Redirect,Not Modified,Not Modified - Cached version is still valid,Warning
1133,403,14,0,Client Error,Forbidden,Forbidden - Access to the resource is denied,Error
1134,404,0,0,Client Error,Not Found,Not Found - Server could not find the requested resource,Error
1135,404,0,2,Client Error,Not Found,Not Found - Server could not find the requested resource,Error
1136,404,0,64,Client Error,Not Found,Not Found - Server could not find the requested resource,Error
1137,404,0,121,Client Error,Not Found,Not Found - Server could not find the requested resource,Error
1138,404,0,1236,Client Error,Not Found,Not Found - Server could not find the requested resource,Error
1139,404,8,0,Client Error,Not Found,Not Found - Server could not find the requested resource,Error
1140,404,11,0,Client Error,Not Found,Not Found - Server could not find the requested resource,Error
1141,405,0,64,Client Error,Method Not Allowed,Method Not Allowed - HTTP method not supported for this resource,Error
1142,406,0,0,Client Error,Other,Other - 406 status code,Error
1143,500,0,0,Server Error,Internal Server Error,Internal Server Error - Server encountered an unexpected condition,Critical
1144,1236,0,163,Server Error,Other,Other - 1236 status code,Critical
1145,1236,0,561,Server Error,Other,Other - 1236 status code,Critical
